STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,13.77,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,12.32,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,10.91,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,11.07,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,11.43,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,11.43,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,9.64,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,10.22,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PAU,Proportion of airports with unpaved runways,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,97,,PERCENT,percent,R,Regional,C,Country Data,2016 Pacific Infrastructure Performance Indicators 'PIPIs' report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PAU,Proportion of airports with unpaved runways,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,89,,PERCENT,percent,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data are taken from 2013, 2017, 2019, and 2020",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,_T,Total,Y55T64,55-64,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,59.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,M,Male,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,46,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,F,Female,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,46.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,_T,Total,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,32.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,M,Male,Y10T999,10+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,28.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,WS,Samoa,M,Male,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,22.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,SB,Solomon Islands,_T,Total,Y10T999,10+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,15.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,F,Female,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,24.1,,PERCENT,percent,N,National,C,Country Data,"2020 National Population and Housing Census, Basic Tables Report, Volume 1, Vanuatu National Statistics Office, Port Vila, Vanuatu. November 2021.",,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,F,Female,Y10T14,10-14,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,50,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,F,Female,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,83.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,SB,Solomon Islands,F,Female,Y10T999,10+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,4.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,M,Male,Y25T54,25-54,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,18.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,F,Female,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,54.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,F,Female,Y65T999,65+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,6.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,_T,Total,_T,All ages,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,26.7,,RATIO_POP,ratio to total population,G,Global,E,Estimated,"World Development Indicators, World Bank",,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,M,Male,Y25T54,25-54,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,88.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,_T,Total,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,7.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,0.15,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,0.11,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,0.1,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,0.14,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,0.13,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,0.04,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,0.06,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,0.17,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,0.24,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,0.37,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,OSI,Online service Index,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2024,,0.5,,INDEX,index,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,NCSI_POLI,Cybersecurity Policy,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,60,,PERCENT,percent,_Z,Not applicable,_X,Not Available,,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRM,"Number of reported maritime search and rescue incidents per
            year",CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2,,N,units,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data on small boats (artisan fishers, include banana boats, canoes, kayaks, small boats or dinghies withoutboard motors, etc) and ships (include large commercial vessels, e.g., cargo ships, passenger ships, and large fishing vessels).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRM,"Number of reported maritime search and rescue incidents per
            year",CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,1,,N,units,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data on small boats (artisan fishers, include banana boats, canoes, kayaks, small boats or dinghies withoutboard motors, etc) and ships (include large commercial vessels, e.g., cargo ships, passenger ships, and large fishing vessels).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRM,"Number of reported maritime search and rescue incidents per
            year",PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,120,,N,units,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data on small boats (artisan fishers, include banana boats, canoes, kayaks, small boats or dinghies withoutboard motors, etc) and ships (include large commercial vessels, e.g., cargo ships, passenger ships, and large fishing vessels).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRM,"Number of reported maritime search and rescue incidents per
            year",PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,174,,N,units,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"Data on small boats (artisan fishers, include banana boats, canoes, kayaks, small boats or dinghies withoutboard motors, etc) and ships (include large commercial vessels, e.g., cargo ships, passenger ships, and large fishing vessels).",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_MOB_OWN,Proportion of individuals who own a mobile telephone,WS,Samoa,M,Male,Y15T49,15-49,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,85,,N,units,N,National,C,Country Data,"Samoa Bureau of Statistics. 2021 Samoa Demographic and Health - Multiple Indicator Cluster Survey 2019-20, Survey Findings Report. Apia, Samoa: Samoa Bureau of Statistics.",,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,_T,Total,Y10T14,10-14,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,22.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,WS,Samoa,M,Male,Y10T14,10-14,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,2.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),M,Male,Y25T54,25-54,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,15.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,_T,Total,Y25T54,25-54,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,39.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,F,Female,Y10T14,10-14,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,30.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,MH,Marshall Islands,F,Female,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,19.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,_T,Total,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,19.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,CK,Cook Islands,_T,Total,Y10T999,10+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,37,,PERCENT,percent,N,National,C,Country Data,"Cook Islands Statistics Office, Cook Islands Household Income and Expenditure Survey 2015-16  Report. 2018.",,,,,
